generated_file,source_file,variant
images/negative/negative_aug_0262.png,images/negative/negative_dishes_dirty_saucer.png,contrast
images/negative/negative_aug_0263.png,images/negative/negative_dishes_stack.png,flop
images/negative/negative_aug_0264.png,images/negative/negative_food_drink_phone_screen.png,zoom_crop
images/negative/negative_aug_0265.png,images/negative/negative_food_drink_straw.png,rotate_crop
images/negative/negative_aug_0266.png,images/negative/negative_food_drink_table.png,contrast
images/negative/negative_aug_0267.png,images/negative/negative_hard_mist_fountain.png,flop
images/negative/negative_aug_0268.png,images/negative/negative_hard_pen_yellow_cap.png,zoom_crop
images/negative/negative_aug_0269.png,images/negative/negative_hard_rolled_paper.png,rotate_crop
images/negative/negative_aug_0270.png,images/negative/negative_packaging_medicine.png,contrast
images/negative/negative_aug_0271.png,images/negative/negative_packaging_snacks.png,flop
images/negative/negative_aug_0272.png,images/negative/negative_people_not_smoking_group.png,zoom_crop
images/negative/negative_aug_0273.png,images/negative/negative_people_not_smoking_hand.png,rotate_crop
images/negative/negative_aug_0274.png,images/negative/negative_people_not_smoking_straw.png,contrast
images/negative/negative_aug_0275.png,images/negative/non_cigarette_product_packaging_0001.png,flop
images/negative/negative_aug_0276.png,images/negative/non_cigarette_product_packaging_0003.png,zoom_crop
images/negative/negative_aug_0277.png,images/negative/non_cigarette_product_packaging_0005.png,rotate_crop
images/negative/negative_aug_0278.png,images/negative/non_cigarette_product_packaging_0006.png,contrast
images/negative/negative_aug_0279.png,images/negative/non_cigarette_product_packaging_0007.png,flop
images/negative/negative_aug_0280.png,images/negative/non_cigarette_product_packaging_0008.png,zoom_crop
images/negative/negative_aug_0281.png,images/negative/non_cigarette_product_packaging_0009.png,rotate_crop
images/negative/negative_aug_0282.png,images/negative/non_cigarette_product_packaging_0010.png,contrast
images/negative/negative_aug_0283.png,images/negative/non_cigarette_product_packaging_0011.png,flop
images/negative/negative_aug_0284.png,images/negative/non_cigarette_product_packaging_0013.png,zoom_crop
images/negative/negative_aug_0285.png,images/negative/non_cigarette_product_packaging_0014.png,rotate_crop
images/negative/negative_aug_0286.png,images/negative/non_cigarette_product_packaging_0017.png,contrast
images/negative/negative_aug_0287.png,images/negative/non_cigarette_product_packaging_0018.png,flop
images/negative/negative_aug_0288.png,images/negative/non_cigarette_product_packaging_0019.png,zoom_crop
images/negative/negative_aug_0289.png,images/negative/non_cigarette_product_packaging_0020.png,rotate_crop
images/negative/negative_aug_0290.png,images/negative/non_cigarette_product_packaging_0021.png,contrast
images/negative/negative_aug_0291.png,images/negative/non_cigarette_product_packaging_0023.png,flop
images/negative/negative_aug_0292.png,images/negative/non_cigarette_product_packaging_0024.png,zoom_crop
images/negative/negative_aug_0293.png,images/negative/people_not_smoking_0000.png,rotate_crop
images/negative/negative_aug_0294.png,images/negative/people_not_smoking_0001.png,contrast
images/negative/negative_aug_0295.png,images/negative/people_not_smoking_0002.png,flop
images/negative/negative_aug_0296.png,images/negative/people_not_smoking_0003.png,zoom_crop
images/negative/negative_aug_0297.png,images/negative/people_not_smoking_0004.png,rotate_crop
images/negative/negative_aug_0298.png,images/negative/people_not_smoking_0005.png,contrast
images/negative/negative_aug_0299.png,images/negative/people_not_smoking_0006.png,flop
images/negative/negative_aug_0300.png,images/negative/people_not_smoking_0007.png,zoom_crop
images/negative/negative_aug_0301.png,images/negative/people_not_smoking_0008.png,rotate_crop
images/negative/negative_aug_0302.png,images/negative/people_not_smoking_0009.png,contrast
images/negative/negative_aug_0303.png,images/negative/people_not_smoking_0010.png,flop
images/negative/negative_aug_0304.png,images/negative/people_not_smoking_0011.png,zoom_crop
images/negative/negative_aug_0305.png,images/negative/people_not_smoking_0012.png,rotate_crop
images/negative/negative_aug_0306.png,images/negative/people_not_smoking_0013.png,contrast
images/negative/negative_aug_0307.png,images/negative/people_not_smoking_0014.png,flop
images/negative/negative_aug_0308.png,images/negative/people_not_smoking_0015.png,zoom_crop
images/negative/negative_aug_0309.png,images/negative/people_not_smoking_0016.png,rotate_crop
images/negative/negative_aug_0310.png,images/negative/people_not_smoking_0017.png,contrast
images/negative/negative_aug_0311.png,images/negative/people_not_smoking_0018.png,flop
images/negative/negative_aug_0312.png,images/negative/people_not_smoking_0019.png,zoom_crop
images/negative/negative_aug_0313.png,images/negative/people_not_smoking_0020.png,rotate_crop
images/negative/negative_aug_0314.png,images/negative/people_not_smoking_0021.png,contrast
images/negative/negative_aug_0315.png,images/negative/people_not_smoking_0022.png,flop
images/negative/negative_aug_0316.png,images/negative/people_not_smoking_0023.png,zoom_crop
images/negative/negative_aug_0317.png,images/negative/people_not_smoking_0024.png,rotate_crop
images/negative/negative_aug_0318.png,images/negative/clouds_0000.png,contrast
images/negative/negative_aug_0319.png,images/negative/clouds_0001.png,flop
images/negative/negative_aug_0320.png,images/negative/clouds_0002.png,zoom_crop
images/negative/negative_aug_0321.png,images/negative/clouds_0003.png,rotate_crop
images/negative/negative_aug_0322.png,images/negative/clouds_0004.png,contrast
images/negative/negative_aug_0323.png,images/negative/clouds_0005.png,flop
images/negative/negative_aug_0324.png,images/negative/clouds_0006.png,zoom_crop
images/negative/negative_aug_0325.png,images/negative/clouds_0007.png,rotate_crop
images/negative/negative_aug_0326.png,images/negative/clouds_0008.png,contrast
images/negative/negative_aug_0327.png,images/negative/clouds_0009.png,flop
images/negative/negative_aug_0328.png,images/negative/clouds_0010.png,zoom_crop
images/negative/negative_aug_0329.png,images/negative/clouds_0011.png,rotate_crop
images/negative/negative_aug_0330.png,images/negative/clouds_0012.png,contrast
images/negative/negative_aug_0331.png,images/negative/clouds_0013.png,flop
images/negative/negative_aug_0332.png,images/negative/clouds_0014.png,zoom_crop
images/negative/negative_aug_0333.png,images/negative/clouds_0015.png,rotate_crop
images/negative/negative_aug_0334.png,images/negative/clouds_0016.png,contrast
images/negative/negative_aug_0335.png,images/negative/clouds_0017.png,flop
images/negative/negative_aug_0336.png,images/negative/clouds_0018.png,zoom_crop
images/negative/negative_aug_0337.png,images/negative/clouds_0019.png,rotate_crop
images/negative/negative_aug_0338.png,images/negative/clouds_0020.png,contrast
images/negative/negative_aug_0339.png,images/negative/clouds_0021.png,flop
images/negative/negative_aug_0340.png,images/negative/clouds_0022.png,zoom_crop
images/negative/negative_aug_0341.png,images/negative/clouds_0023.png,rotate_crop
images/negative/negative_aug_0342.png,images/negative/clouds_0024.png,contrast
images/negative/negative_aug_0343.png,images/negative/dishes_0000.png,flop
images/negative/negative_aug_0344.png,images/negative/dishes_0001.png,zoom_crop
images/negative/negative_aug_0345.png,images/negative/dishes_0002.png,rotate_crop
images/negative/negative_aug_0346.png,images/negative/dishes_0003.png,contrast
images/negative/negative_aug_0347.png,images/negative/dishes_0004.png,flop
images/negative/negative_aug_0348.png,images/negative/dishes_0005.png,zoom_crop
images/negative/negative_aug_0349.png,images/negative/dishes_0006.png,rotate_crop
images/negative/negative_aug_0350.png,images/negative/dishes_0007.png,contrast
images/negative/negative_aug_0351.png,images/negative/dishes_0008.png,flop
images/negative/negative_aug_0352.png,images/negative/dishes_0009.png,zoom_crop
images/negative/negative_aug_0353.png,images/negative/dishes_0010.png,rotate_crop
images/negative/negative_aug_0354.png,images/negative/dishes_0011.png,contrast
images/negative/negative_aug_0355.png,images/negative/dishes_0012.png,flop
images/negative/negative_aug_0356.png,images/negative/dishes_0013.png,zoom_crop
images/negative/negative_aug_0357.png,images/negative/dishes_0014.png,rotate_crop
images/negative/negative_aug_0358.png,images/negative/dishes_0015.png,contrast
images/negative/negative_aug_0359.png,images/negative/dishes_0016.png,flop
images/negative/negative_aug_0360.png,images/negative/dishes_0017.png,zoom_crop
images/negative/negative_aug_0361.png,images/negative/dishes_0018.png,rotate_crop
images/negative/negative_aug_0362.png,images/negative/dishes_0019.png,contrast
images/negative/negative_aug_0363.png,images/negative/dishes_0020.png,flop
images/negative/negative_aug_0364.png,images/negative/dishes_0021.png,zoom_crop
images/negative/negative_aug_0365.png,images/negative/dishes_0022.png,rotate_crop
images/negative/negative_aug_0366.png,images/negative/dishes_0023.png,contrast
images/negative/negative_aug_0367.png,images/negative/dishes_0024.png,flop
images/negative/negative_aug_0368.png,images/negative/food_and_non_alcoholic_drinks_0000.png,zoom_crop
images/negative/negative_aug_0369.png,images/negative/food_and_non_alcoholic_drinks_0001.png,rotate_crop
images/negative/negative_aug_0370.png,images/negative/food_and_non_alcoholic_drinks_0002.png,contrast
images/negative/negative_aug_0371.png,images/negative/food_and_non_alcoholic_drinks_0003.png,flop
images/negative/negative_aug_0372.png,images/negative/food_and_non_alcoholic_drinks_0004.png,zoom_crop
images/negative/negative_aug_0373.png,images/negative/food_and_non_alcoholic_drinks_0005.png,rotate_crop
images/negative/negative_aug_0374.png,images/negative/food_and_non_alcoholic_drinks_0006.png,contrast
images/negative/negative_aug_0375.png,images/negative/food_and_non_alcoholic_drinks_0007.png,flop
images/negative/negative_aug_0376.png,images/negative/food_and_non_alcoholic_drinks_0008.png,zoom_crop
images/negative/negative_aug_0377.png,images/negative/food_and_non_alcoholic_drinks_0009.png,rotate_crop
images/negative/negative_aug_0378.png,images/negative/food_and_non_alcoholic_drinks_0010.png,contrast
images/negative/negative_aug_0379.png,images/negative/food_and_non_alcoholic_drinks_0011.png,flop
images/negative/negative_aug_0380.png,images/negative/food_and_non_alcoholic_drinks_0012.png,zoom_crop
images/negative/negative_aug_0381.png,images/negative/food_and_non_alcoholic_drinks_0013.png,rotate_crop
images/negative/negative_aug_0382.png,images/negative/food_and_non_alcoholic_drinks_0014.png,contrast
images/negative/negative_aug_0383.png,images/negative/food_and_non_alcoholic_drinks_0015.png,flop
images/negative/negative_aug_0384.png,images/negative/food_and_non_alcoholic_drinks_0016.png,zoom_crop
images/negative/negative_aug_0385.png,images/negative/food_and_non_alcoholic_drinks_0017.png,rotate_crop
images/negative/negative_aug_0386.png,images/negative/food_and_non_alcoholic_drinks_0018.png,contrast
images/negative/negative_aug_0387.png,images/negative/food_and_non_alcoholic_drinks_0019.png,flop
images/negative/negative_aug_0388.png,images/negative/food_and_non_alcoholic_drinks_0020.png,zoom_crop
images/negative/negative_aug_0389.png,images/negative/food_and_non_alcoholic_drinks_0021.png,rotate_crop
images/negative/negative_aug_0390.png,images/negative/food_and_non_alcoholic_drinks_0022.png,contrast
images/negative/negative_aug_0391.png,images/negative/food_and_non_alcoholic_drinks_0023.png,flop
images/negative/negative_aug_0392.png,images/negative/food_and_non_alcoholic_drinks_0024.png,zoom_crop
images/negative/negative_aug_0393.png,images/negative/hard_negatives_0000.png,rotate_crop
images/negative/negative_aug_0394.png,images/negative/hard_negatives_0001.png,contrast
images/negative/negative_aug_0395.png,images/negative/hard_negatives_0002.png,flop
images/negative/negative_aug_0396.png,images/negative/hard_negatives_0003.png,zoom_crop
images/negative/negative_aug_0397.png,images/negative/hard_negatives_0004.png,rotate_crop
images/negative/negative_aug_0398.png,images/negative/hard_negatives_0005.png,contrast
images/negative/negative_aug_0399.png,images/negative/hard_negatives_0006.png,flop
images/negative/negative_aug_0400.png,images/negative/hard_negatives_0007.png,zoom_crop
images/negative/negative_aug_0401.png,images/negative/hard_negatives_0008.png,rotate_crop
images/negative/negative_aug_0402.png,images/negative/hard_negatives_0009.png,contrast
images/negative/negative_aug_0403.png,images/negative/hard_negatives_0010.png,flop
images/negative/negative_aug_0404.png,images/negative/hard_negatives_0011.png,zoom_crop
images/negative/negative_aug_0405.png,images/negative/hard_negatives_0012.png,rotate_crop
images/negative/negative_aug_0406.png,images/negative/hard_negatives_0013.png,contrast
images/negative/negative_aug_0407.png,images/negative/hard_negatives_0014.png,flop
images/negative/negative_aug_0408.png,images/negative/hard_negatives_0015.png,zoom_crop
images/negative/negative_aug_0409.png,images/negative/hard_negatives_0016.png,rotate_crop
images/negative/negative_aug_0410.png,images/negative/hard_negatives_0017.png,contrast
images/negative/negative_aug_0411.png,images/negative/hard_negatives_0018.png,flop
images/negative/negative_aug_0412.png,images/negative/hard_negatives_0019.png,zoom_crop
images/negative/negative_aug_0413.png,images/negative/hard_negatives_0021.png,rotate_crop
images/negative/negative_aug_0414.png,images/negative/hard_negatives_0022.png,contrast
images/negative/negative_aug_0415.png,images/negative/hard_negatives_0023.png,flop
images/negative/negative_aug_0416.png,images/negative/hard_negatives_0024.png,zoom_crop
images/negative/negative_aug_0417.png,images/negative/negative_clouds_screen_main.png,rotate_crop
images/negative/negative_aug_0418.png,images/negative/negative_clouds_sky.png,contrast
images/negative/negative_aug_0419.png,images/negative/negative_clouds_window.png,flop
images/negative/negative_aug_0420.png,images/negative/negative_dishes_clean.png,zoom_crop
images/negative/negative_aug_0421.png,images/negative/negative_dishes_dirty_saucer.png,rotate_crop
images/negative/negative_aug_0422.png,images/negative/negative_dishes_stack.png,contrast
images/negative/negative_aug_0423.png,images/negative/negative_food_drink_phone_screen.png,flop
images/negative/negative_aug_0424.png,images/negative/negative_food_drink_straw.png,zoom_crop
images/negative/negative_aug_0425.png,images/negative/negative_food_drink_table.png,rotate_crop
images/negative/negative_aug_0426.png,images/negative/negative_hard_mist_fountain.png,contrast
images/negative/negative_aug_0427.png,images/negative/negative_hard_pen_yellow_cap.png,flop
images/negative/negative_aug_0428.png,images/negative/negative_hard_rolled_paper.png,zoom_crop
images/negative/negative_aug_0429.png,images/negative/negative_packaging_medicine.png,rotate_crop
images/negative/negative_aug_0430.png,images/negative/negative_packaging_snacks.png,contrast
images/negative/negative_aug_0431.png,images/negative/negative_people_not_smoking_group.png,flop
images/negative/negative_aug_0432.png,images/negative/negative_people_not_smoking_hand.png,zoom_crop
images/negative/negative_aug_0433.png,images/negative/negative_people_not_smoking_straw.png,rotate_crop
images/negative/negative_aug_0434.png,images/negative/non_cigarette_product_packaging_0001.png,contrast
images/negative/negative_aug_0435.png,images/negative/non_cigarette_product_packaging_0003.png,flop
images/negative/negative_aug_0436.png,images/negative/non_cigarette_product_packaging_0005.png,zoom_crop
images/negative/negative_aug_0437.png,images/negative/non_cigarette_product_packaging_0006.png,rotate_crop
images/negative/negative_aug_0438.png,images/negative/non_cigarette_product_packaging_0007.png,contrast
images/negative/negative_aug_0439.png,images/negative/non_cigarette_product_packaging_0008.png,flop
images/negative/negative_aug_0440.png,images/negative/non_cigarette_product_packaging_0009.png,zoom_crop
images/negative/negative_aug_0441.png,images/negative/non_cigarette_product_packaging_0010.png,rotate_crop
images/negative/negative_aug_0442.png,images/negative/non_cigarette_product_packaging_0011.png,contrast
images/negative/negative_aug_0443.png,images/negative/non_cigarette_product_packaging_0013.png,flop
images/negative/negative_aug_0444.png,images/negative/non_cigarette_product_packaging_0014.png,zoom_crop
images/negative/negative_aug_0445.png,images/negative/non_cigarette_product_packaging_0017.png,rotate_crop
images/negative/negative_aug_0446.png,images/negative/non_cigarette_product_packaging_0018.png,contrast
images/negative/negative_aug_0447.png,images/negative/non_cigarette_product_packaging_0019.png,flop
images/negative/negative_aug_0448.png,images/negative/non_cigarette_product_packaging_0020.png,zoom_crop
images/negative/negative_aug_0449.png,images/negative/non_cigarette_product_packaging_0021.png,rotate_crop
images/negative/negative_aug_0450.png,images/negative/non_cigarette_product_packaging_0023.png,contrast
images/negative/negative_aug_0451.png,images/negative/non_cigarette_product_packaging_0024.png,flop
images/negative/negative_aug_0452.png,images/negative/people_not_smoking_0000.png,zoom_crop
images/negative/negative_aug_0453.png,images/negative/people_not_smoking_0001.png,rotate_crop
images/negative/negative_aug_0454.png,images/negative/people_not_smoking_0002.png,contrast
images/negative/negative_aug_0455.png,images/negative/people_not_smoking_0003.png,flop
images/negative/negative_aug_0456.png,images/negative/people_not_smoking_0004.png,zoom_crop
images/negative/negative_aug_0457.png,images/negative/people_not_smoking_0005.png,rotate_crop
images/negative/negative_aug_0458.png,images/negative/people_not_smoking_0006.png,contrast
images/negative/negative_aug_0459.png,images/negative/people_not_smoking_0007.png,flop
images/negative/negative_aug_0460.png,images/negative/people_not_smoking_0008.png,zoom_crop
images/negative/negative_aug_0461.png,images/negative/people_not_smoking_0009.png,rotate_crop
images/negative/negative_aug_0462.png,images/negative/people_not_smoking_0010.png,contrast
images/negative/negative_aug_0463.png,images/negative/people_not_smoking_0011.png,flop
images/negative/negative_aug_0464.png,images/negative/people_not_smoking_0012.png,zoom_crop
images/negative/negative_aug_0465.png,images/negative/people_not_smoking_0013.png,rotate_crop
images/negative/negative_aug_0466.png,images/negative/people_not_smoking_0014.png,contrast
images/negative/negative_aug_0467.png,images/negative/people_not_smoking_0015.png,flop
images/negative/negative_aug_0468.png,images/negative/people_not_smoking_0016.png,zoom_crop
images/negative/negative_aug_0469.png,images/negative/people_not_smoking_0017.png,rotate_crop
images/negative/negative_aug_0470.png,images/negative/people_not_smoking_0018.png,contrast
images/negative/negative_aug_0471.png,images/negative/people_not_smoking_0019.png,flop
images/negative/negative_aug_0472.png,images/negative/people_not_smoking_0020.png,zoom_crop
images/negative/negative_aug_0473.png,images/negative/people_not_smoking_0021.png,rotate_crop
images/negative/negative_aug_0474.png,images/negative/people_not_smoking_0022.png,contrast
images/negative/negative_aug_0475.png,images/negative/people_not_smoking_0023.png,flop
images/negative/negative_aug_0476.png,images/negative/people_not_smoking_0024.png,zoom_crop
images/negative/negative_aug_0477.png,images/negative/clouds_0000.png,rotate_crop
images/negative/negative_aug_0478.png,images/negative/clouds_0001.png,contrast
images/negative/negative_aug_0479.png,images/negative/clouds_0002.png,flop
images/negative/negative_aug_0480.png,images/negative/clouds_0003.png,zoom_crop
images/negative/negative_aug_0481.png,images/negative/clouds_0004.png,rotate_crop
images/negative/negative_aug_0482.png,images/negative/clouds_0005.png,contrast
images/negative/negative_aug_0483.png,images/negative/clouds_0006.png,flop
images/negative/negative_aug_0484.png,images/negative/clouds_0007.png,zoom_crop
images/negative/negative_aug_0485.png,images/negative/clouds_0008.png,rotate_crop
images/negative/negative_aug_0486.png,images/negative/clouds_0009.png,contrast
images/negative/negative_aug_0487.png,images/negative/clouds_0010.png,flop
images/negative/negative_aug_0488.png,images/negative/clouds_0011.png,zoom_crop
images/negative/negative_aug_0489.png,images/negative/clouds_0012.png,rotate_crop
images/negative/negative_aug_0490.png,images/negative/clouds_0013.png,contrast
images/negative/negative_aug_0491.png,images/negative/clouds_0014.png,flop
images/negative/negative_aug_0492.png,images/negative/clouds_0015.png,zoom_crop
images/negative/negative_aug_0493.png,images/negative/clouds_0016.png,rotate_crop
images/negative/negative_aug_0494.png,images/negative/clouds_0017.png,contrast
images/negative/negative_aug_0495.png,images/negative/clouds_0018.png,flop
images/negative/negative_aug_0496.png,images/negative/clouds_0019.png,zoom_crop
images/negative/negative_aug_0497.png,images/negative/clouds_0020.png,rotate_crop
images/negative/negative_aug_0498.png,images/negative/clouds_0021.png,contrast
images/negative/negative_aug_0499.png,images/negative/clouds_0022.png,flop
